Key,Bestiary Index,First Monster,Second Monster,Fusion Name,Basis for Type,Attack Kind,Physicality,Target,Base Power,Status Type,Status Effect
Aeroboros_Kittelly,1207,Aeroboros,Kittelly,Aerotelly,Second,Meteor,Ranged,Team,150,Buff Self,AP Boost
Aeroboros_Kuneko,1280,Aeroboros,Kuneko,Aeroneko,First,Fist,Melee,Team,150,Buff Self,Melee Defence Up
Aeroboros_Lapacitor,-1,Aeroboros,Lapacitor,Aeropacitor,First,Bomb,Ranged,Team,112,Debuff Target,Resonance
Aeroboros_Liligator,1235,Aeroboros,Liligator,Aerogator,First,Smash,Melee,Team,150,Buff Self,Multitarget
Aeroboros_Littlered,-1,Aeroboros,Littlered,Aerored,Second,Arrow,Ranged,Single,200,Debuff Target,Berserk
Aeroboros_Lobstacle,1183,Aeroboros,Lobstacle,Aerostacle,Second,Axe,Melee,Single,200,Debuff Target,Unitarget
Aeroboros_Macabra,1198,Aeroboros,Macabra,Aerocabra,First,Beam,Ranged,Single,200,Buff Self,Speed Up
Aeroboros_Majortom,-1,Aeroboros,Majortom,Aerotom,First,Spikes,Ranged,Single,200,Debuff Target,Bomb
Aeroboros_Malchemy,1185,Aeroboros,Malchemy,Aerochemy,Second,Axe,Melee,Single,200,Debuff Target,Evasion Down
Aeroboros_Manispear,1205,Aeroboros,Manispear,Aerospear,First,Axe,Melee,Single,200,Buff Self,AP Boost
Aeroboros_Mardiusa,1179,Aeroboros,Mardiusa,Aerodiusa,Second,Wheel,Melee,Team,150,Buff Self,Locked On
Aeroboros_Mascotorn,1251,Aeroboros,Mascotorn,Aerotorn,First,Smash,Melee,Team,150,Buff Self,Melee Attack Up
Aeroboros_Mascotoy,1250,Aeroboros,Mascotoy,Aerotoy,Second,Sword,Melee,Single,200,Debuff Target,Evasion Down
Aeroboros_Masquerattle,1177,Aeroboros,Masquerattle,Aerorattle,First,Wheel,Melee,Team,112,Debuff Target,Poisoned
Aeroboros_Miasmodeus,1186,Aeroboros,Miasmodeus,Aeromodeus,First,Sword,Melee,Single,200,Buff Self,AP Boost
Aeroboros_Minortom,-1,Aeroboros,Minortom,Aerotom,First,Bomb,Ranged,Team,150,Buff Self,Healing Steam
Aeroboros_Minosteam,-1,Aeroboros,Minosteam,Aerosteam,Second,Blast,Melee,Single,200,Debuff Target,Ranged Attack Down
Aeroboros_Miss Mimic,1289,Aeroboros,Miss Mimic,Aeromimic,First,Bomb,Ranged,Team,150,Buff Self,Contact Dmg
Aeroboros_Mothmanic,1202,Aeroboros,Mothmanic,Aeromanic,Second,Shards,Ranged,Team,112,Debuff Target,Petrified
Aeroboros_Muskrateer,1231,Aeroboros,Muskrateer,Aerorateer,First,Meteor,Ranged,Team,150,Buff Self,Healing Leaf
Aeroboros_Nevermort,1217,Aeroboros,Nevermort,Aeromort,First,Spikes,Ranged,Single,200,Debuff Target,Shrapnel
Aeroboros_Padpole,1233,Aeroboros,Padpole,Aeropole,First,Shards,Ranged,Team,150,Buff Self,Multistrike
Aeroboros_Palangolin,1206,Aeroboros,Palangolin,Aerogolin,First,Beam,Ranged,Single,200,Buff Self,Parry Stance
Aeroboros_Pawndead,1262,Aeroboros,Pawndead,Aerodead,First,Beam,Ranged,Single,200,Debuff Target,Flinched
Aeroboros_Picksie,1298,Aeroboros,Picksie,Aerosie,First,Smash,Melee,Team,112,Debuff Target,Bomb
Aeroboros_Pinbolt,1291,Aeroboros,Pinbolt,Aerobolt,Second,Wheel,Melee,Team,112,Debuff Target,AP Drain
Aeroboros_Plasmantler,1242,Aeroboros,Plasmantler,Aeromantler,First,Wheel,Melee,Team,112,Debuff Target,Speed Down
Aeroboros_Pombomb,1274,Aeroboros,Pombomb,Aerobomb,Second,Spikes,Ranged,Single,200,Debuff Target,Bomb
Aeroboros_Pondwalker,1272,Aeroboros,Pondwalker,Aerowalker,Second,Wheel,Melee,Team,150,Buff Self,Contact Dmg
Aeroboros_Puppercut,1209,Aeroboros,Puppercut,Aerocut,Second,Smash,Melee,Team,150,Buff Self,Ranged Defence Up
Aeroboros_Pyromeleon,1230,Aeroboros,Pyromeleon,Aeromeleon,Second,Blast,Melee,Single,200,Buff Self,Ranged Attack Up
Aeroboros_Queenyx,1265,Aeroboros,Queenyx,Aeronyx,First,Beam,Ranged,Single,200,Buff Self,Locked On
Aeroboros_Ramtasm,1191,Aeroboros,Ramtasm,Aerotasm,First,Smash,Melee,Team,150,Buff Self,Speed Up
Aeroboros_Ratcousel,1232,Aeroboros,Ratcousel,Aerocousel,Second,Fist,Melee,Team,112,Debuff Target,Melee Attack Down
Aeroboros_Regensea,1258,Aeroboros,Regensea,Aerosea,First,Meteor,Ranged,Team,112,Debuff Target,Bomb
Aeroboros_Ripterra,1173,Aeroboros,Ripterra,Aeroterra,Second,Spikes,Ranged,Single,200,Debuff Target,Conductive
Aeroboros_Robindam,1220,Aeroboros,Robindam,Aerodam,Second,Bomb,Ranged,Team,112,Debuff Target,Ranged Defence Down
Aeroboros_Rockertrice,1271,Aeroboros,Rockertrice,Aerotrice,First,Bomb,Ranged,Team,112,Debuff Target,Confused
Aeroboros_Rosehood,-1,Aeroboros,Rosehood,Aerohood,First,Axe,Melee,Single,200,Debuff Target,Glass Bonds
Aeroboros_Salamagus,1229,Aeroboros,Salamagus,Aeromagus,Second,Fist,Melee,Team,112,Debuff Target,Unitarget
Aeroboros_Sanzatime,1227,Aeroboros,Sanzatime,Aerotime,Second,Blast,Melee,Single,200,Debuff Target,Evasion Down
Aeroboros_Scampire,1175,Aeroboros,Scampire,Aeropire,First,Smash,Melee,Team,150,Buff Self,Multitarget
Aeroboros_Scarleteeth,-1,Aeroboros,Scarleteeth,Aeroteeth,First,Arrow,Ranged,Single,200,Debuff Target,Burned
Aeroboros_Scubalrus,1216,Aeroboros,Scubalrus,Aerobalrus,First,Bomb,Ranged,Team,150,Buff Self,Mind-Meld
Aeroboros_Sharktanker,1273,Aeroboros,Sharktanker,Aerotanker,First,Bomb,Ranged,Team,112,Debuff Target,Berserk
Aeroboros_Shining Kuneko,1281,Aeroboros,Shining Kuneko,Aero-kuneko,First,Smash,Melee,Team,112,Debuff Target,Speed Down
Aeroboros_Sirenade,1194,Aeroboros,Sirenade,Aeronade,First,Beam,Ranged,Single,200,Debuff Target,Speed Down
Aeroboros_Skelevangelist,1263,Aeroboros,Skelevangelist,Aerovangelist,Second,Axe,Melee,Single,200,Debuff Target,Berserk
Aeroboros_Smogmagog,1267,Aeroboros,Smogmagog,Aeromagog,Second,Bomb,Ranged,Team,150,Buff Self,Speed Up
Aeroboros_Snoopin,1174,Aeroboros,Snoopin,Aeropin,Second,Spikes,Ranged,Single,200,Buff Self,Parry Stance
Aeroboros_Southpaw,1210,Aeroboros,Southpaw,Aeropaw,Second,Sword,Melee,Single,200,Buff Self,Multistrike
Aeroboros_Sparktan,1278,Aeroboros,Sparktan,Aerotan,First,Blast,Melee,Single,200,Buff Self,Contact Dmg
Aeroboros_Spirouette,1257,Aeroboros,Spirouette,Aeroette,Second,Wheel,Melee,Team,112,Debuff Target,Sleep
Aeroboros_Spitzfyre,1275,Aeroboros,Spitzfyre,Aerofyre,First,Shards,Ranged,Team,150,Buff Self,Locked On
Aeroboros_Spooki-onna,1285,Aeroboros,Spooki-onna,Aero-onna,First,Meteor,Ranged,Team,150,Buff Self,Ranged Attack Up
Aeroboros_Springheel,1171,Aeroboros,Springheel,Aeroheel,First,Blast,Melee,Single,200,Buff Self,Ranged Attack Up
Aeroboros_Squirey,1204,Aeroboros,Squirey,Aerorey,First,Wheel,Melee,Team,150,Buff Self,Cottoned On
Aeroboros_Stardigrade,1248,Aeroboros,Stardigrade,Aerograde,Second,Meteor,Ranged,Team,150,Buff Self,Evasion Up
Aeroboros_Terracooka,1246,Aeroboros,Terracooka,Aerocooka,Second,Wheel,Melee,Team,150,Buff Self,Locked On
Aeroboros_Thwackalope,1221,Aeroboros,Thwackalope,Aerolope,First,Spikes,Ranged,Single,200,Debuff Target,Berserk
Aeroboros_Tokusect,1203,Aeroboros,Tokusect,Aerosect,First,Bomb,Ranged,Team,150,Buff Self,Healing Leaf
Aeroboros_Traffikrab,1181,Aeroboros,Traffikrab,Aerokrab,Second,Beam,Ranged,Single,200,Buff Self,Melee Defence Up
Aeroboros_Trapwurm,1294,Aeroboros,Trapwurm,Aerowurm,Second,Shards,Ranged,Team,112,Debuff Target,Melee Defence Down
Aeroboros_Triphinx,1224,Aeroboros,Triphinx,Aerophinx,First,Shards,Ranged,Team,112,Debuff Target,Berserk
Aeroboros_Twirligig,1254,Aeroboros,Twirligig,Aerogig,Second,Beam,Ranged,Single,200,Debuff Target,Ranged Defence Down
Aeroboros_Umbrahella,-1,Aeroboros,Umbrahella,Aerohella,Second,Bomb,Ranged,Team,150,Buff Self,Cottoned On
Aeroboros_Undyin,1284,Aeroboros,Undyin,Aerodyin,Second,Axe,Melee,Single,200,Debuff Target,Bomb
Aeroboros_Velocirifle,1212,Aeroboros,Velocirifle,Aerorifle,First,Meteor,Ranged,Team,150,Buff Self,Accuracy Up
Aeroboros_Vendemon,1187,Aeroboros,Vendemon,Aerodemon,Second,Wheel,Melee,Team,150,Buff Self,Healing Leaf
Aeroboros_Weevilite,1182,Aeroboros,Weevilite,Aerolite,First,Fist,Melee,Team,112,Debuff Target,Glass Bonds
Aeroboros_Wingloom,1201,Aeroboros,Wingloom,Aerogloom,First,Fist,Melee,Team,112,Debuff Target,Poisoned
Aeroboros_Wooltergeist,1190,Aeroboros,Wooltergeist,Aerotergeist,Second,Sword,Melee,Single,200,Buff Self,Cottoned On
Aeroboros_Wyrmaw,1295,Aeroboros,Wyrmaw,Aeromaw,Second,Shards,Ranged,Team,112,Debuff Target,Resonance
Aeroboros_Zeustrike,1279,Aeroboros,Zeustrike,Aerostrike,Second,Axe,Melee,Single,200,Debuff Target,Resonance
Aeroboros_Zombleat,1192,Aeroboros,Zombleat,Aerobleat,Second,Blast,Melee,Single,200,Buff Self,Multitarget
Aeroboros_Magikrab,1170,Aeroboros,Magikrab,Aerokrab,First,Arrow,Ranged,Single,200,Debuff Target,Unitarget
Allseer_Adeptile,6753,Allseer,Adeptile,Alltile,First,Bomb,Ranged,Team,112,Debuff Target,Evasion Down
Allseer_Aeroboros,6640,Allseer,Aeroboros,Allboros,Second,Meteor,Ranged,Team,150,Buff Self,Ranged Attack Up
Allseer_Allseer,6682,Allseer,Allseer,Ultra Allseer,First,Beam,Ranged,Single,200,Debuff Target,Burned
Allseer_Amphare,-1,Allseer,Amphare,Allhare,Second,Fist,Melee,Team,112,Debuff Target,Flinched
Allseer_Anathema,6750,Allseer,Anathema,Allthema,First,Blast,Melee,Single,200,Buff Self,Mind-Meld
Allseer_Apocrowlypse,6678,Allseer,Apocrowlypse,Allcrowlypse,First,Spikes,Ranged,Single,200,Buff Self,Multitarget
Allseer_Arkidd,6743,Allseer,Arkidd,Allkidd,First,Shards,Ranged,Team,112,Debuff Target,Conductive
Allseer_Artillerex,6673,Allseer,Artillerex,Allrex,First,Fist,Melee,Team,112,Debuff Target,Ranged Defence Down
Allseer_Auriclaw,6757,Allseer,Auriclaw,Allclaw,First,Beam,Ranged,Single,200,Debuff Target,Accuracy Down
Allseer_Averevoir,6747,Allseer,Averevoir,Allrevoir,Second,Bomb,Ranged,Team,150,Buff Self,Contact Dmg
Allseer_Bansheep,6649,Allseer,Bansheep,Allsheep,Second,Blast,Melee,Single,200,Buff Self,Melee Attack Up
Allseer_Beanstalker,6720,Allseer,Beanstalker,Allstalker,First,Blast,Melee,Single,200,Buff Self,Healing Leaf
Allseer_Pawper,6759,Allseer,Pawper,Allper,First,Shards,Ranged,Team,150,Buff Self,Multitarget
Allseer_Pawprince,6760,Allseer,Pawprince,Allprince,Second,Smash,Melee,Team,150,Buff Self,Ranged Attack Up
Allseer_Binterloper,6713,Allseer,Binterloper,Allloper,Second,Arrow,Ranged,Single,200,Buff Self,Multistrike
Allseer_Binvader,6712,Allseer,Binvader,Allvader,First,Fist,Melee,Team,112,Debuff Target,Glass Bonds
Allseer_Blossomaw,6657,Allseer,Blossomaw,Allmaw,Second,Meteor,Ranged,Team,112,Debuff Target,Petrified
Allseer_Blunderbusk,-1,Allseer,Blunderbusk,Allbusk,First,Smash,Melee,Team,112,Debuff Target,Ranged Defence Down
Allseer_Boltam,6701,Allseer,Boltam,Alltam,Second,Arrow,Ranged,Single,200,Debuff Target,AP Drain
Allseer_Braxsuit,6685,Allseer,Braxsuit,Allsuit,Second,Sword,Melee,Single,200,Buff Self,AP Boost
Allseer_Brushroom,6699,Allseer,Brushroom,Allroom,First,Wheel,Melee,Team,150,Buff Self,Contact Dmg
Allseer_Bulletino,6671,Allseer,Bulletino,Alltino,First,Meteor,Ranged,Team,150,Buff Self,AP Boost
Allseer_Burnace,6726,Allseer,Burnace,Allace,First,Spikes,Ranged,Single,200,Buff Self,Contact Dmg
Allseer_Busheye,6703,Allseer,Busheye,Allsheye,First,Axe,Melee,Single,200,Debuff Target,Confused
Allseer_Candevil,6644,Allseer,Candevil,Alldevil,Second,Bomb,Ranged,Team,150,Buff Self,Melee Defence Up
Allseer_Capricorpse,6653,Allseer,Capricorpse,Allcorpse,First,Blast,Melee,Single,200,Buff Self,Parry Stance
Allseer_Carniviper,6636,Allseer,Carniviper,Allviper,Second,Meteor,Ranged,Team,112,Debuff Target,Poisoned
Allseer_Cat-5,6668,Allseer,Cat-5,All-5,First,Meteor,Ranged,Team,112,Debuff Target,Melee Attack Down
Allseer_Charlequin,-1,Allseer,Charlequin,Allquin,Second,Bomb,Ranged,Team,112,Debuff Target,Confused
Allseer_Clocksley,6679,Allseer,Clocksley,Allsley,Second,Spikes,Ranged,Single,200,Buff Self,Locked On
Allseer_Cluckabilly,6730,Allseer,Cluckabilly,Allbilly,Second,Smash,Melee,Team,150,Buff Self,Multistrike
Allseer_Coaldron,6707,Allseer,Coaldron,Alldron,Second,Wheel,Melee,Team,150,Buff Self,Locked On
Allseer_Cryoshear,6737,Allseer,Cryoshear,Allshear,Second,Meteor,Ranged,Team,150,Buff Self,Multitarget
Allseer_Dandylion,6656,Allseer,Dandylion,Alllion,First,Beam,Ranged,Single,200,Buff Self,Accuracy Up
Allseer_Decibelle,6655,Allseer,Decibelle,Allbelle,Second,Bomb,Ranged,Team,112,Debuff Target,Speed Down
Allseer_Diveal,6675,Allseer,Diveal,Allveal,First,Blast,Melee,Single,200,Debuff Target,Shrapnel
Allseer_Diveberg,6752,Allseer,Diveberg,Allberg,First,Axe,Melee,Single,200,Debuff Target,Glass Bonds
Allseer_Djinn Entonic,6742,Allseer,Djinn Entonic,Allentonic,Second,Fist,Melee,Team,112,Debuff Target,Glass Bonds
Allseer_Dominoth,6660,Allseer,Dominoth,Allnoth,First,Meteor,Ranged,Team,112,Debuff Target,Unitarget
Allseer_Draculeaf,6721,Allseer,Draculeaf,Allleaf,First,Bomb,Ranged,Team,150,Buff Self,Evasion Up
Allseer_Elfless,6696,Allseer,Elfless,Allless,Second,Blast,Melee,Single,200,Debuff Target,Burned
Allseer_Faerious,6698,Allseer,Faerious,Allrious,First,Arrow,Ranged,Single,200,Debuff Target,Confused
Allseer_Faucetear,6728,Allseer,Faucetear,Alltear,First,Arrow,Ranged,Single,200,Debuff Target,Conductive
Allseer_Ferriclaw,6756,Allseer,Ferriclaw,Allclaw,Second,Axe,Melee,Single,200,Debuff Target,AP Drain
Allseer_Flapwoods,6686,Allseer,Flapwoods,Allwoods,First,Beam,Ranged,Single,200,Buff Self,Ranged Attack Up
Allseer_Folklord,6659,Allseer,Folklord,Alllord,First,Spikes,Ranged,Single,200,Buff Self,Multistrike
Allseer_Fortiwinx,6688,Allseer,Fortiwinx,Allwinx,First,Beam,Ranged,Single,200,Debuff Target,Leeched
Allseer_Fountess,6729,Allseer,Fountess,Alltess,First,Smash,Melee,Team,112,Debuff Target,Poisoned
Allseer_Fragliacci,-1,Allseer,Fragliacci,Allliacci,First,Axe,Melee,Single,200,Buff Self,Healing Leaf
Allseer_Frillypad,6694,Allseer,Frillypad,Allpad,Second,Sword,Melee,Single,200,Debuff Target,Melee Attack Down
Allseer_Fungogh,6700,Allseer,Fungogh,Allgogh,First,Blast,Melee,Single,200,Buff Self,Accuracy Up
Allseer_Galagor,6709,Allseer,Galagor,Allgor,First,Bomb,Ranged,Team,150,Buff Self,Healing Leaf
Allseer_Gearyu,6674,Allseer,Gearyu,Allryu,First,Arrow,Ranged,Single,200,Buff Self,Ranged Attack Up
Allseer_Glaistain,6748,Allseer,Glaistain,Allstain,Second,Beam,Ranged,Single,200,Buff Self,Healing Steam
Allseer_Grampus,6697,Allseer,Grampus,Allpus,Second,Axe,Melee,Single,200,Buff Self,Speed Up
Allseer_Gumbaal,6648,Allseer,Gumbaal,Allbaal,First,Beam,Ranged,Single,200,Buff Self,Melee Defence Up
Allseer_Hauntome,-1,Allseer,Hauntome,Alltome,First,Beam,Ranged,Single,200,Debuff Target,Speed Down
Allseer_Hedgeherne,6705,Allseer,Hedgeherne,Allherne,First,Smash,Melee,Team,112,Debuff Target,Glass Bonds
Allseer_Hopskin,6632,Allseer,Hopskin,Allskin,Second,Spikes,Ranged,Single,200,Buff Self,Parry Stance
Allseer_Huntorch,6704,Allseer,Huntorch,Alltorch,Second,Beam,Ranged,Single,200,Debuff Target,Melee Defence Down
Allseer_Icepeck,6736,Allseer,Icepeck,Allpeck,First,Wheel,Melee,Team,112,Debuff Target,Sleep
Allseer_Jellyton,6716,Allseer,Jellyton,Allton,First,Sword,Melee,Single,200,Debuff Target,Confused
Allseer_Jormungold,6638,Allseer,Jormungold,Allgold,Second,Arrow,Ranged,Single,200,Debuff Target,Ranged Attack Down
Allseer_Jumpkin,6719,Allseer,Jumpkin,Allkin,First,Smash,Melee,Team,150,Buff Self,Accuracy Up
Allseer_Khepri,6746,Allseer,Khepri,Allpri,Second,Blast,Melee,Single,200,Debuff Target,Unitarget
Allseer_Khufo,6683,Allseer,Khufo,Allfo,Second,Blast,Melee,Single,200,Debuff Target,AP Drain
Allseer_Kingrave,6724,Allseer,Kingrave,Allgrave,First,Shards,Ranged,Team,112,Debuff Target,Unitarget
Allseer_Kirikuri,6715,Allseer,Kirikuri,Allkuri,Second,Axe,Melee,Single,200,Buff Self,Melee Attack Up
Allseer_Kittelly,6667,Allseer,Kittelly,Alltelly,First,Shards,Ranged,Team,150,Buff Self,Evasion Up
Allseer_Kuneko,6740,Allseer,Kuneko,Allneko,Second,Sword,Melee,Single,200,Buff Self,AP Boost
Allseer_Lapacitor,-1,Allseer,Lapacitor,Allpacitor,First,Arrow,Ranged,Single,200,Debuff Target,Bomb
Allseer_Liligator,6695,Allseer,Liligator,Allgator,First,Wheel,Melee,Team,150,Buff Self,AP Boost
Allseer_Littlered,-1,Allseer,Littlered,Allred,Second,Fist,Melee,Team,112,Debuff Target,Evasion Down
Allseer_Lobstacle,6643,Allseer,Lobstacle,Allstacle,First,Axe,Melee,Single,200,Debuff Target,Berserk
Allseer_Macabra,6658,Allseer,Macabra,Allcabra,First,Axe,Melee,Single,200,Buff Self,Ranged Defence Up
Allseer_Majortom,-1,Allseer,Majortom,Alltom,Second,Smash,Melee,Team,150,Buff Self,Mind-Meld
Allseer_Malchemy,6645,Allseer,Malchemy,Allchemy,First,Axe,Melee,Single,200,Buff Self,AP Boost
Allseer_Manispear,6665,Allseer,Manispear,Allspear,Second,Shards,Ranged,Team,150,Buff Self,Contact Dmg
Allseer_Mardiusa,6639,Allseer,Mardiusa,Alldiusa,Second,Blast,Melee,Single,200,Buff Self,Parry Stance
Allseer_Mascotorn,6711,Allseer,Mascotorn,Alltorn,First,Smash,Melee,Team,112,Debuff Target,Conductive
Allseer_Mascotoy,6710,Allseer,Mascotoy,Alltoy,Second,Beam,Ranged,Single,200,Debuff Target,Poisoned
Allseer_Masquerattle,6637,Allseer,Masquerattle,Allrattle,First,Blast,Melee,Single,200,Buff Self,Healing Steam
Allseer_Miasmodeus,6646,Allseer,Miasmodeus,Allmodeus,First,Blast,Melee,Single,200,Buff Self,Locked On
Allseer_Minortom,-1,Allseer,Minortom,Alltom,First,Smash,Melee,Team,150,Buff Self,Cottoned On
Allseer_Minosteam,-1,Allseer,Minosteam,Allsteam,First,Smash,Melee,Team,112,Debuff Target,Conductive
Allseer_Miss Mimic,6749,Allseer,Miss Mimic,Allmimic,First,Beam,Ranged,Single,200,Buff Self,Multistrike
Allseer_Mothmanic,6662,Allseer,Mothmanic,Allmanic,Second,Sword,Melee,Single,200,Buff Self,Multitarget
Allseer_Muskrateer,6691,Allseer,Muskrateer,Allrateer,First,Smash,Melee,Team,112,Debuff Target,Evasion Down
Allseer_Nevermort,6677,Allseer,Nevermort,Allmort,First,Axe,Melee,Single,200,Debuff Target,Flinched
Allseer_Padpole,6693,Allseer,Padpole,Allpole,Second,Bomb,Ranged,Team,150,Buff Self,Multistrike
Allseer_Palangolin,6666,Allseer,Palangolin,Allgolin,First,Blast,Melee,Single,200,Buff Self,Evasion Up
Allseer_Pawndead,6722,Allseer,Pawndead,Alldead,First,Blast,Melee,Single,200,Debuff Target,Confused
Allseer_Picksie,6758,Allseer,Picksie,Allsie,First,Arrow,Ranged,Single,200,Debuff Target,Melee Attack Down
Allseer_Pinbolt,6751,Allseer,Pinbolt,Allbolt,First,Axe,Melee,Single,200,Buff Self,Healing Leaf
Allseer_Plasmantler,6702,Allseer,Plasmantler,Allmantler,Second,Arrow,Ranged,Single,200,Buff Self,Multistrike
Allseer_Pombomb,6734,Allseer,Pombomb,Allbomb,First,Arrow,Ranged,Single,200,Debuff Target,Accuracy Down
Allseer_Pondwalker,6732,Allseer,Pondwalker,Allwalker,First,Shards,Ranged,Team,150,Buff Self,Locked On
Allseer_Puppercut,6669,Allseer,Puppercut,Allcut,Second,Blast,Melee,Single,200,Debuff Target,Melee Attack Down
Allseer_Pyromeleon,6690,Allseer,Pyromeleon,Allmeleon,Second,Smash,Melee,Team,150,Buff Self,Melee Defence Up
Allseer_Queenyx,6725,Allseer,Queenyx,Allnyx,Second,Bomb,Ranged,Team,150,Buff Self,Multistrike
Allseer_Ramtasm,6651,Allseer,Ramtasm,Alltasm,First,Fist,Melee,Team,112,Debuff Target,Bomb
Allseer_Ratcousel,6692,Allseer,Ratcousel,Allcousel,First,Shards,Ranged,Team,112,Debuff Target,Resonance
Allseer_Regensea,6718,Allseer,Regensea,Allsea,First,Fist,Melee,Team,150,Buff Self,Ranged Attack Up
Allseer_Ripterra,6633,Allseer,Ripterra,Allterra,Second,Spikes,Ranged,Single,200,Buff Self,Healing Leaf
Allseer_Robindam,6680,Allseer,Robindam,Alldam,First,Smash,Melee,Team,112,Debuff Target,Sleep
Allseer_Rockertrice,6731,Allseer,Rockertrice,Alltrice,Second,Sword,Melee,Single,200,Buff Self,Ranged Defence Up
Allseer_Rosehood,-1,Allseer,Rosehood,Allhood,Second,Beam,Ranged,Single,200,Debuff Target,Speed Down
Allseer_Salamagus,6689,Allseer,Salamagus,Allmagus,First,Wheel,Melee,Team,150,Buff Self,AP Boost
Allseer_Sanzatime,6687,Allseer,Sanzatime,Alltime,First,Meteor,Ranged,Team,112,Debuff Target,Conductive
Allseer_Scampire,6635,Allseer,Scampire,Allpire,Second,Beam,Ranged,Single,200,Buff Self,Healing Leaf
Allseer_Scarleteeth,-1,Allseer,Scarleteeth,Allteeth,Second,Beam,Ranged,Single,200,Buff Self,AP Boost
Allseer_Scubalrus,6676,Allseer,Scubalrus,Allbalrus,First,Axe,Melee,Single,200,Buff Self,Parry Stance
Allseer_Sharktanker,6733,Allseer,Sharktanker,Alltanker,Second,Bomb,Ranged,Team,150,Buff Self,Speed Up
Allseer_Shining Kuneko,6741,Allseer,Shining Kuneko,All-kuneko,First,Smash,Melee,Team,112,Debuff Target,Bomb
Allseer_Sirenade,6654,Allseer,Sirenade,Allnade,Second,Axe,Melee,Single,200,Buff Self,Contact Dmg
Allseer_Skelevangelist,6723,Allseer,Skelevangelist,Allvangelist,First,Fist,Melee,Team,150,Buff Self,Multitarget
Allseer_Smogmagog,6727,Allseer,Smogmagog,Allmagog,First,Shards,Ranged,Team,112,Debuff Target,Bomb
Allseer_Snoopin,6634,Allseer,Snoopin,Allpin,Second,Bomb,Ranged,Team,150,Buff Self,Contact Dmg
Allseer_Southpaw,6670,Allseer,Southpaw,Allpaw,First,Wheel,Melee,Team,112,Debuff Target,Unitarget
Allseer_Sparktan,6738,Allseer,Sparktan,Alltan,Second,Sword,Melee,Single,200,Buff Self,Healing Steam
Allseer_Spirouette,6717,Allseer,Spirouette,Allette,First,Bomb,Ranged,Team,150,Buff Self,Ranged Defence Up
Allseer_Spitzfyre,6735,Allseer,Spitzfyre,Allfyre,First,Spikes,Ranged,Single,200,Debuff Target,Sleep
Allseer_Spooki-onna,6745,Allseer,Spooki-onna,All-onna,Second,Wheel,Melee,Team,150,Buff Self,Melee Defence Up
Allseer_Springheel,6631,Allseer,Springheel,Allheel,Second,Fist,Melee,Team,150,Buff Self,Healing Leaf
Allseer_Squirey,6664,Allseer,Squirey,Allrey,Second,Sword,Melee,Single,200,Buff Self,Healing Steam
Allseer_Stardigrade,6708,Allseer,Stardigrade,Allgrade,Second,Beam,Ranged,Single,200,Debuff Target,Conductive
Allseer_Terracooka,6706,Allseer,Terracooka,Allcooka,First,Smash,Melee,Team,112,Debuff Target,Evasion Down
Allseer_Thwackalope,6681,Allseer,Thwackalope,Alllope,Second,Blast,Melee,Single,200,Buff Self,Healing Leaf
Allseer_Tokusect,6663,Allseer,Tokusect,Allsect,Second,Beam,Ranged,Single,200,Debuff Target,Poisoned
Allseer_Traffikrab,6641,Allseer,Traffikrab,Allkrab,First,Axe,Melee,Single,200,Debuff Target,AP Drain
Allseer_Trapwurm,6754,Allseer,Trapwurm,Allwurm,First,Smash,Melee,Team,112,Debuff Target,Sleep
Allseer_Triphinx,6684,Allseer,Triphinx,Allphinx,First,Bomb,Ranged,Team,150,Buff Self,Mind-Meld
Allseer_Twirligig,6714,Allseer,Twirligig,Allgig,First,Blast,Melee,Single,200,Debuff Target,Evasion Down
Allseer_Umbrahella,-1,Allseer,Umbrahella,Allhella,Second,Blast,Melee,Single,200,Debuff Target,Ranged Attack Down
Allseer_Undyin,6744,Allseer,Undyin,Alldyin,First,Wheel,Melee,Team,112,Debuff Target,Shrapnel
Allseer_Velocirifle,6672,Allseer,Velocirifle,Allrifle,Second,Shards,Ranged,Team,150,Buff Self,Melee Attack Up
Allseer_Vendemon,6647,Allseer,Vendemon,Alldemon,Second,Axe,Melee,Single,200,Debuff Target,Petrified
Allseer_Weevilite,6642,Allseer,Weevilite,Alllite,First,Axe,Melee,Single,200,Buff Self,Parry Stance
Allseer_Wingloom,6661,Allseer,Wingloom,Allgloom,First,Arrow,Ranged,Single,200,Debuff Target,Unitarget
Allseer_Wooltergeist,6650,Allseer,Wooltergeist,Alltergeist,Second,Axe,Melee,Single,200,Debuff Target,Bomb
Allseer_Wyrmaw,6755,Allseer,Wyrmaw,Allmaw,First,Wheel,Melee,Team,112,Debuff Target,Resonance
Allseer_Zeustrike,6739,Allseer,Zeustrike,Allstrike,First,Smash,Melee,Team,112,Debuff Target,Poisoned
